id,WKT,mgo,al2o3,sio2,cao,tio2,feo,potassium,thorium,uranium
838,"POLYGON ((95.0 -7.5, 100.0 -7.5, 100.0 -2.5, 95.0 -2.5, 95.0 -7.5))",3.964300,24.472000,46.922000,16.452000,0.668930,6.067400,593.9500,0.7675,0.2085
839,"POLYGON ((100.0 -7.5, 105.0 -7.5, 105.0 -2.5, 100.0 -2.5, 100.0 -7.5))",7.695300,30.547000,40.228000,13.755000,0.566840,5.242500,213.5100,0.7611,0.2068
840,"POLYGON ((105.0 -7.5, 110.0 -7.5, 110.0 -2.5, 105.0 -2.5, 105.0 -7.5))",5.008500,23.667000,47.940000,15.145000,0.586250,5.675200,420.7300,0.8021,0.2180
841,"POLYGON ((110.0 -7.5, 115.0 -7.5, 115.0 -2.5, 110.0 -2.5, 110.0 -7.5))",4.014400,27.185000,43.990000,14.911000,0.765560,6.750000,388.5400,0.5125,0.1389
842,"POLYGON ((115.0 -7.5, 120.0 -7.5, 120.0 -2.5, 115.0 -2.5, 115.0 -7.5))",9.118500,23.104000,45.427000,13.354000,0.287510,5.925600,251.6100,0.5936,0.1610
843,"POLYGON ((120.0 -7.5, 125.0 -7.5, 125.0 -2.5, 120.0 -2.5, 120.0 -7.5))",6.677000,24.768000,44.712000,16.837000,0.470710,5.402600,252.8300,0.4524,0.1225
844,"POLYGON ((125.0 -7.5, 130.0 -7.5, 130.0 -2.5, 125.0 -2.5, 125.0 -7.5))",4.569800,25.625000,44.411000,17.616000,0.467690,4.761500,311.9500,0.4370,0.1183
845,"POLYGON ((130.0 -7.5, 135.0 -7.5, 135.0 -2.5, 130.0 -2.5, 130.0 -7.5))",6.249900,22.728000,45.676000,17.714000,0.484390,4.807500,159.3300,0.5049,0.1368
846,"POLYGON ((135.0 -7.5, 140.0 -7.5, 140.0 -2.5, 135.0 -2.5, 135.0 -7.5))",5.580000,26.733000,44.118000,15.190000,0.300120,4.817600,368.0900,0.5404,0.1465
847,"POLYGON ((140.0 -7.5, 145.0 -7.5, 145.0 -2.5, 140.0 -2.5, 140.0 -7.5))",7.386200,26.342000,43.549000,15.358000,0.153910,4.491900,338.9000,0.7599,0.2064
848,"POLYGON ((145.0 -7.5, 150.0 -7.5, 150.0 -2.5, 145.0 -2.5, 145.0 -7.5))",5.247900,25.000000,46.074000,16.512000,0.683180,4.460400,392.0500,0.7176,0.1949
849,"POLYGON ((150.0 -7.5, 155.0 -7.5, 155.0 -2.5, 150.0 -2.5, 150.0 -7.5))",3.660200,24.703000,47.619000,18.496000,0.499590,3.976100,349.3200,0.9863,0.2683
850,"POLYGON ((155.0 -7.5, 160.0 -7.5, 160.0 -2.5, 155.0 -2.5, 155.0 -7.5))",5.678900,29.940000,44.107000,15.254000,0.422340,4.026400,526.7000,0.7669,0.2084
851,"POLYGON ((160.0 -7.5, 165.0 -7.5, 165.0 -2.5, 160.0 -2.5, 160.0 -7.5))",4.509300,28.399000,45.602000,17.236000,0.256430,4.588800,759.3700,1.2855,0.3499
852,"POLYGON ((165.0 -7.5, 170.0 -7.5, 170.0 -2.5, 165.0 -2.5, 165.0 -7.5))",3.393300,28.627000,45.257000,17.611000,0.000000,4.425500,861.4500,1.5189,0.4137
853,"POLYGON ((170.0 -7.5, 175.0 -7.5, 175.0 -2.5, 170.0 -2.5, 170.0 -7.5))",2.862300,30.349000,46.195000,14.237000,0.268010,4.640700,475.3900,0.9319,0.2534
854,"POLYGON ((175.0 -7.5, 180.0 -7.5, 180.0 -2.5, 175.0 -2.5, 175.0 -7.5))",8.131700,25.527000,43.010000,17.159000,0.143170,4.150600,348.5200,0.5859,0.1589
855,"POLYGON ((-180.0 -2.5, -175.5 -2.5, -175.5 2.5, -180.0 2.5, -180.0 -2.5))",3.997700,30.488000,42.169000,14.888000,0.367310,3.975600,355.0100,0.6738,0.1830
856,"POLYGON ((-175.5 -2.5, -171.0 -2.5, -171.0 2.5, -175.5 2.5, -175.5 -2.5))",5.517600,28.099000,42.907000,15.696000,0.269500,3.999500,230.2500,0.6617,0.1797
857,"POLYGON ((-171.0 -2.5, -166.5 -2.5, -166.5 2.5, -171.0 2.5, -171.0 -2.5))",4.233900,27.300000,43.155000,16.409000,0.252790,4.638900,119.7300,0.6539,0.1775
858,"POLYGON ((-166.5 -2.5, -162.0 -2.5, -162.0 2.5, -166.5 2.5, -166.5 -2.5))",6.161500,28.789000,44.771000,14.346000,0.375960,3.529400,114.9900,0.4461,0.1208
859,"POLYGON ((-162.0 -2.5, -157.5 -2.5, -157.5 2.5, -162.0 2.5, -162.0 -2.5))",6.790200,24.946000,45.046000,16.160000,0.071897,4.042400,82.5530,0.6270,0.1702
860,"POLYGON ((-157.5 -2.5, -153.0 -2.5, -153.0 2.5, -157.5 2.5, -157.5 -2.5))",5.042900,27.076000,44.624000,16.151000,0.301510,3.242000,228.6200,0.4330,0.1172
861,"POLYGON ((-153.0 -2.5, -148.5 -2.5, -148.5 2.5, -153.0 2.5, -153.0 -2.5))",2.075900,29.630000,41.131000,18.244000,0.340820,4.246400,383.5900,0.3180,0.0858
862,"POLYGON ((-148.5 -2.5, -144.0 -2.5, -144.0 2.5, -148.5 2.5, -148.5 -2.5))",6.389800,24.298000,44.073000,15.889000,0.568150,4.760400,87.6290,0.4067,0.1100
863,"POLYGON ((-144.0 -2.5, -139.5 -2.5, -139.5 2.5, -144.0 2.5, -144.0 -2.5))",4.145000,26.932000,43.311000,18.070000,0.478660,4.034800,116.3400,0.2946,0.0794
864,"POLYGON ((-139.5 -2.5, -135.0 -2.5, -135.0 2.5, -139.5 2.5, -139.5 -2.5))",4.010200,26.849000,45.670000,15.551000,0.000000,4.707000,110.2400,0.5964,0.1618
865,"POLYGON ((-135.0 -2.5, -130.5 -2.5, -130.5 2.5, -135.0 2.5, -135.0 -2.5))",7.227900,21.230000,48.316000,16.061000,0.000000,4.206600,171.9500,0.3114,0.0840
866,"POLYGON ((-130.5 -2.5, -126.0 -2.5, -126.0 2.5, -130.5 2.5, -130.5 -2.5))",3.965600,30.931000,42.701000,16.000000,0.000000,3.320900,437.7400,0.4561,0.1235
867,"POLYGON ((-126.0 -2.5, -121.5 -2.5, -121.5 2.5, -126.0 2.5, -126.0 -2.5))",1.761100,27.744000,44.185000,16.646000,0.613660,4.064200,353.7500,0.5365,0.1455
868,"POLYGON ((-121.5 -2.5, -117.0 -2.5, -117.0 2.5, -121.5 2.5, -121.5 -2.5))",0.940480,28.063000,42.140000,17.565000,0.726520,4.453900,504.8700,0.5273,0.1430
869,"POLYGON ((-117.0 -2.5, -112.5 -2.5, -112.5 2.5, -117.0 2.5, -117.0 -2.5))",4.337500,32.287000,41.262000,13.114000,0.553140,3.563000,302.4900,0.6394,0.1736
870,"POLYGON ((-112.5 -2.5, -108.0 -2.5, -108.0 2.5, -112.5 2.5, -112.5 -2.5))",4.818200,26.392000,44.976000,14.310000,0.283090,4.218000,321.1600,0.4419,0.1196
871,"POLYGON ((-108.0 -2.5, -103.5 -2.5, -103.5 2.5, -108.0 2.5, -108.0 -2.5))",4.383900,27.348000,42.204000,16.680000,0.322770,4.074700,319.6400,0.7639,0.2076
872,"POLYGON ((-103.5 -2.5, -99.0 -2.5, -99.0 2.5, -103.5 2.5, -103.5 -2.5))",1.828100,32.031000,43.596000,14.250000,0.072439,4.333400,563.1800,0.6386,0.1733
873,"POLYGON ((-99.0 -2.5, -94.5 -2.5, -94.5 2.5, -99.0 2.5, -99.0 -2.5))",4.218800,26.396000,46.055000,15.050000,0.283870,4.293700,224.6300,0.6741,0.1830
874,"POLYGON ((-94.5 -2.5, -90.0 -2.5, -90.0 2.5, -94.5 2.5, -94.5 -2.5))",4.961800,23.557000,46.385000,16.711000,0.355840,4.825600,332.7500,0.7221,0.1961
875,"POLYGON ((-90.0 -2.5, -85.5 -2.5, -85.5 2.5, -90.0 2.5, -90.0 -2.5))",4.927800,25.781000,43.328000,16.171000,0.703600,5.053900,336.6900,0.6331,0.1718
876,"POLYGON ((-85.5 -2.5, -81.0 -2.5, -81.0 2.5, -85.5 2.5, -85.5 -2.5))",3.890700,27.908000,44.954000,15.977000,0.599520,4.344100,584.8900,0.9408,0.2558
877,"POLYGON ((-81.0 -2.5, -76.5 -2.5, -76.5 2.5, -81.0 2.5, -81.0 -2.5))",1.841800,28.486000,46.692000,15.535000,0.363110,6.288400,705.4200,1.2746,0.3470
878,"POLYGON ((-76.5 -2.5, -72.0 -2.5, -72.0 2.5, -76.5 2.5, -76.5 -2.5))",2.127100,25.828000,44.344000,20.687000,0.421640,6.025100,805.5100,1.5474,0.4214
879,"POLYGON ((-72.0 -2.5, -67.5 -2.5, -67.5 2.5, -72.0 2.5, -72.0 -2.5))",9.628600,20.651000,44.259000,15.975000,0.780310,8.314700,843.7300,2.1011,0.5726
880,"POLYGON ((-67.5 -2.5, -63.0 -2.5, -63.0 2.5, -67.5 2.5, -67.5 -2.5))",10.330000,26.403000,40.057000,11.987000,1.115200,9.266600,1062.4000,2.7514,0.7501
881,"POLYGON ((-63.0 -2.5, -58.5 -2.5, -58.5 2.5, -63.0 2.5, -63.0 -2.5))",13.389000,9.994200,39.412000,12.803000,3.230000,17.908000,1037.6000,3.0384,0.8285
882,"POLYGON ((-58.5 -2.5, -54.0 -2.5, -54.0 2.5, -58.5 2.5, -58.5 -2.5))",11.882000,6.342100,39.648000,12.300000,3.410400,21.275000,1104.3000,3.0083,0.8203
883,"POLYGON ((-54.0 -2.5, -49.5 -2.5, -49.5 2.5, -54.0 2.5, -54.0 -2.5))",8.587900,8.179700,39.726000,11.159000,4.972000,21.792000,1289.7000,3.6172,0.9865
884,"POLYGON ((-49.5 -2.5, -45.0 -2.5, -45.0 2.5, -49.5 2.5, -49.5 -2.5))",9.554000,8.157300,39.646000,12.937000,4.530900,20.947000,1551.3000,4.5848,1.2507
885,"POLYGON ((-45.0 -2.5, -40.5 -2.5, -40.5 2.5, -45.0 2.5, -45.0 -2.5))",7.806300,10.245000,36.372000,13.593000,5.150400,22.308000,1909.9000,5.3144,1.4498
886,"POLYGON ((-40.5 -2.5, -36.0 -2.5, -36.0 2.5, -40.5 2.5, -40.5 -2.5))",9.587400,10.273000,34.197000,13.790000,5.105600,22.301000,2249.0000,6.2254,1.6985
887,"POLYGON ((-36.0 -2.5, -31.5 -2.5, -31.5 2.5, -36.0 2.5, -36.0 -2.5))",7.963600,13.036000,36.851000,15.061000,4.172200,20.393000,2919.1000,6.6408,1.8119
888,"POLYGON ((-31.5 -2.5, -27.0 -2.5, -27.0 2.5, -31.5 2.5, -31.5 -2.5))",11.209000,14.219000,37.238000,15.641000,3.828900,18.043000,3099.5000,8.4474,2.3052
889,"POLYGON ((-27.0 -2.5, -22.5 -2.5, -22.5 2.5, -27.0 2.5, -27.0 -2.5))",12.938000,18.320000,35.100000,15.232000,3.695200,15.709000,3153.1000,9.5366,2.6025
890,"POLYGON ((-22.5 -2.5, -18.0 -2.5, -18.0 2.5, -22.5 2.5, -22.5 -2.5))",8.480500,18.287000,39.533000,18.718000,3.402100,15.239000,3703.1000,10.2880,2.8077
891,"POLYGON ((-18.0 -2.5, -13.5 -2.5, -13.5 2.5, -18.0 2.5, -18.0 -2.5))",10.566000,19.979000,37.233000,15.254000,3.770900,15.123000,3624.7000,10.7720,2.9398
892,"POLYGON ((-13.5 -2.5, -9.0 -2.5, -9.0 2.5, -13.5 2.5, -13.5 -2.5))",9.723300,14.502000,39.176000,16.482000,3.566100,16.916000,3456.5000,9.5784,2.6139
893,"POLYGON ((-9.0 -2.5, -4.5 -2.5, -4.5 2.5, -9.0 2.5, -9.0 -2.5))",6.738000,22.670000,37.954000,17.658000,3.277300,13.476000,3469.2000,8.6501,2.3605
894,"POLYGON ((-4.5 -2.5, 0.0 -2.5, 0.0 2.5, -4.5 2.5, -4.5 -2.5))",10.130000,13.760000,42.847000,19.072000,2.330300,13.280000,2618.6000,6.7640,1.8456
895,"POLYGON ((0.0 -2.5, 4.5 -2.5, 4.5 2.5, 0.0 2.5, 0.0 -2.5))",8.397800,20.956000,43.299000,15.631000,1.016900,11.711000,2071.9000,5.4621,1.4901
896,"POLYGON ((4.5 -2.5, 9.0 -2.5, 9.0 2.5, 4.5 2.5, 4.5 -2.5))",8.300000,19.128000,44.536000,20.208000,1.323400,8.435000,1767.9000,4.2803,1.1675
897,"POLYGON ((9.0 -2.5, 13.5 -2.5, 13.5 2.5, 9.0 2.5, 9.0 -2.5))",14.615000,22.863000,38.600000,17.592000,0.929660,6.921600,1051.7000,3.1547,0.8602
898,"POLYGON ((13.5 -2.5, 18.0 -2.5, 18.0 2.5, 13.5 2.5, 13.5 -2.5))",6.728900,18.227000,43.269000,19.653000,1.644500,9.103600,1179.7000,2.6206,0.7144
899,"POLYGON ((18.0 -2.5, 22.5 -2.5, 22.5 2.5, 18.0 2.5, 18.0 -2.5))",6.898100,16.301000,41.158000,15.918000,3.563500,11.843000,948.4500,2.3776,0.6481
900,"POLYGON ((22.5 -2.5, 27.0 -2.5, 27.0 2.5, 22.5 2.5, 22.5 -2.5))",11.720000,19.361000,39.908000,9.768600,3.840800,11.625000,730.9300,1.6288,0.4436
901,"POLYGON ((27.0 -2.5, 31.5 -2.5, 31.5 2.5, 27.0 2.5, 27.0 -2.5))",8.951100,11.079000,40.045000,14.564000,4.911200,14.299000,718.6000,1.4076,0.3833
902,"POLYGON ((31.5 -2.5, 36.0 -2.5, 36.0 2.5, 31.5 2.5, 31.5 -2.5))",10.481000,19.375000,40.246000,14.247000,2.651200,11.358000,688.5000,1.4704,0.4004
903,"POLYGON ((36.0 -2.5, 40.5 -2.5, 40.5 2.5, 36.0 2.5, 36.0 -2.5))",12.178000,21.662000,39.342000,12.986000,2.247400,11.275000,808.7000,1.2852,0.3498
904,"POLYGON ((40.5 -2.5, 45.0 -2.5, 45.0 2.5, 40.5 2.5, 40.5 -2.5))",12.084000,13.261000,42.494000,13.928000,2.264700,13.969000,618.0800,1.2872,0.3504
905,"POLYGON ((45.0 -2.5, 49.5 -2.5, 49.5 2.5, 45.0 2.5, 45.0 -2.5))",10.524000,13.645000,40.166000,13.319000,2.615400,14.071000,628.1800,1.2258,0.3336
906,"POLYGON ((49.5 -2.5, 54.0 -2.5, 54.0 2.5, 49.5 2.5, 49.5 -2.5))",13.794000,14.502000,39.135000,10.810000,1.900600,14.987000,427.2200,1.3585,0.3699
907,"POLYGON ((54.0 -2.5, 58.5 -2.5, 58.5 2.5, 54.0 2.5, 54.0 -2.5))",7.771500,10.848000,41.776000,16.140000,2.777300,15.307000,854.2800,1.3400,0.3648
908,"POLYGON ((58.5 -2.5, 63.0 -2.5, 63.0 2.5, 58.5 2.5, 58.5 -2.5))",10.954000,14.353000,43.986000,14.445000,1.122300,12.109000,505.6400,1.3482,0.3671
909,"POLYGON ((63.0 -2.5, 67.5 -2.5, 67.5 2.5, 63.0 2.5, 63.0 -2.5))",9.552300,17.718000,46.167000,12.571000,0.850130,10.505000,528.6500,1.2091,0.3291
910,"POLYGON ((67.5 -2.5, 72.0 -2.5, 72.0 2.5, 67.5 2.5, 67.5 -2.5))",10.645000,19.371000,40.703000,15.725000,1.306300,8.622100,405.0200,1.0796,0.2937
911,"POLYGON ((72.0 -2.5, 76.5 -2.5, 76.5 2.5, 72.0 2.5, 72.0 -2.5))",9.426400,24.260000,45.681000,12.256000,0.572750,7.262900,486.6200,1.0125,0.2754
912,"POLYGON ((76.5 -2.5, 81.0 -2.5, 81.0 2.5, 76.5 2.5, 76.5 -2.5))",8.134400,25.132000,41.592000,13.681000,0.864770,8.151100,637.3200,0.8759,0.2381
913,"POLYGON ((81.0 -2.5, 85.5 -2.5, 85.5 2.5, 81.0 2.5, 81.0 -2.5))",8.313700,21.259000,44.876000,13.750000,0.577480,8.890900,589.0300,1.1052,0.3007
914,"POLYGON ((85.5 -2.5, 90.0 -2.5, 90.0 2.5, 85.5 2.5, 85.5 -2.5))",10.697000,17.205000,41.860000,14.175000,1.014100,10.589000,546.9200,1.1399,0.3102
915,"POLYGON ((90.0 -2.5, 94.5 -2.5, 94.5 2.5, 90.0 2.5, 90.0 -2.5))",7.878900,20.973000,44.000000,15.844000,0.574480,8.828800,568.4100,0.9691,0.2636
916,"POLYGON ((94.5 -2.5, 99.0 -2.5, 99.0 2.5, 94.5 2.5, 94.5 -2.5))",9.275500,23.706000,43.828000,15.941000,0.129060,6.464800,342.0500,0.8778,0.2386
917,"POLYGON ((99.0 -2.5, 103.5 -2.5, 103.5 2.5, 99.0 2.5, 99.0 -2.5))",8.754100,27.874000,41.339000,14.763000,0.550230,5.627200,216.2300,0.6474,0.1757
918,"POLYGON ((103.5 -2.5, 108.0 -2.5, 108.0 2.5, 103.5 2.5, 103.5 -2.5))",7.720500,23.673000,44.970000,16.098000,0.559360,5.553400,219.2500,0.5289,0.1434
919,"POLYGON ((108.0 -2.5, 112.5 -2.5, 112.5 2.5, 108.0 2.5, 108.0 -2.5))",5.388500,26.448000,41.483000,16.743000,0.811100,6.302300,395.0500,0.5225,0.1416
920,"POLYGON ((112.5 -2.5, 117.0 -2.5, 117.0 2.5, 112.5 2.5, 112.5 -2.5))",5.277000,22.514000,45.034000,17.570000,0.585460,6.375900,361.1100,0.5340,0.1448
921,"POLYGON ((117.0 -2.5, 121.5 -2.5, 121.5 2.5, 117.0 2.5, 117.0 -2.5))",9.051200,23.141000,43.077000,14.533000,0.543830,6.082400,147.8600,0.7582,0.2060
922,"POLYGON ((121.5 -2.5, 126.0 -2.5, 126.0 2.5, 121.5 2.5, 121.5 -2.5))",4.292600,23.690000,43.266000,17.538000,0.816820,6.080900,319.7400,0.6031,0.1637
923,"POLYGON ((126.0 -2.5, 130.5 -2.5, 130.5 2.5, 126.0 2.5, 126.0 -2.5))",7.822100,22.821000,46.864000,15.091000,0.481690,4.420500,149.1800,0.5301,0.1437
924,"POLYGON ((130.5 -2.5, 135.0 -2.5, 135.0 2.5, 130.5 2.5, 130.5 -2.5))",5.598700,26.059000,42.014000,15.879000,0.808660,5.317800,288.5400,0.6092,0.1653
925,"POLYGON ((135.0 -2.5, 139.5 -2.5, 139.5 2.5, 135.0 2.5, 135.0 -2.5))",8.866400,28.326000,40.156000,15.982000,0.104720,4.451500,114.3100,0.5519,0.1497
926,"POLYGON ((139.5 -2.5, 144.0 -2.5, 144.0 2.5, 139.5 2.5, 139.5 -2.5))",5.791700,27.075000,46.182000,15.875000,0.000000,4.065800,308.0600,0.5430,0.1472
927,"POLYGON ((144.0 -2.5, 148.5 -2.5, 148.5 2.5, 144.0 2.5, 144.0 -2.5))",5.179400,27.351000,43.769000,17.199000,0.270860,4.115800,300.4100,0.5913,0.1604
928,"POLYGON ((148.5 -2.5, 153.0 -2.5, 153.0 2.5, 148.5 2.5, 148.5 -2.5))",6.111800,24.807000,44.964000,18.289000,0.464790,4.388700,494.1700,0.7459,0.2026
929,"POLYGON ((153.0 -2.5, 157.5 -2.5, 157.5 2.5, 153.0 2.5, 153.0 -2.5))",1.642800,26.070000,45.380000,19.902000,0.000000,5.030000,439.7800,0.7115,0.1932
930,"POLYGON ((157.5 -2.5, 162.0 -2.5, 162.0 2.5, 157.5 2.5, 157.5 -2.5))",5.291000,28.461000,46.410000,15.962000,0.224200,3.786200,504.2500,0.9026,0.2454
931,"POLYGON ((162.0 -2.5, 166.5 -2.5, 166.5 2.5, 162.0 2.5, 162.0 -2.5))",7.235100,24.174000,46.906000,16.511000,0.407450,4.908500,507.2200,1.1898,0.3238
932,"POLYGON ((166.5 -2.5, 171.0 -2.5, 171.0 2.5, 166.5 2.5, 166.5 -2.5))",3.677000,33.496000,40.345000,18.194000,0.000000,3.831400,541.4000,1.2203,0.3322
933,"POLYGON ((171.0 -2.5, 175.5 -2.5, 175.5 2.5, 171.0 2.5, 171.0 -2.5))",4.681400,24.631000,45.860000,18.512000,0.080859,4.823700,380.3100,0.8112,0.2205
934,"POLYGON ((175.5 -2.5, 180.0 -2.5, 180.0 2.5, 175.5 2.5, 175.5 -2.5))",4.226100,27.471000,41.451000,19.487000,0.382140,3.938000,293.4200,0.5960,0.1617
935,"POLYGON ((-180.0 2.5, -175.0 2.5, -175.0 7.5, -180.0 7.5, -180.0 2.5))",3.670400,26.698000,43.817000,16.723000,0.140230,4.923700,352.8000,0.4073,0.1102
936,"POLYGON ((-175.0 2.5, -170.0 2.5, -170.0 7.5, -175.0 7.5, -175.0 2.5))",6.786300,23.788000,44.318000,17.459000,0.210700,4.786800,180.0600,0.5240,0.1421
937,"POLYGON ((-170.0 2.5, -165.0 2.5, -165.0 7.5, -170.0 7.5, -170.0 2.5))",5.800100,27.261000,45.803000,13.527000,0.291320,3.761800,194.9900,0.3099,0.0836
938,"POLYGON ((-165.0 2.5, -160.0 2.5, -160.0 7.5, -165.0 7.5, -165.0 2.5))",2.928300,27.764000,47.192000,16.979000,0.297070,3.699300,272.9400,0.4165,0.1127
939,"POLYGON ((-160.0 2.5, -155.0 2.5, -155.0 7.5, -160.0 7.5, -160.0 2.5))",7.316600,26.898000,46.458000,15.394000,0.000000,4.520000,63.8550,0.3481,0.0940
940,"POLYGON ((-155.0 2.5, -150.0 2.5, -150.0 7.5, -155.0 7.5, -155.0 2.5))",5.028800,27.164000,46.007000,15.053000,0.248730,4.418500,237.4600,0.3445,0.0930
941,"POLYGON ((-150.0 2.5, -145.0 2.5, -145.0 7.5, -150.0 7.5, -150.0 2.5))",4.489700,23.456000,45.982000,17.898000,0.214750,4.956400,327.8900,0.4513,0.1222
942,"POLYGON ((-145.0 2.5, -140.0 2.5, -140.0 7.5, -145.0 7.5, -145.0 2.5))",4.971600,27.025000,45.632000,14.609000,0.282700,4.925300,295.9900,0.6192,0.1680
943,"POLYGON ((-140.0 2.5, -135.0 2.5, -135.0 7.5, -140.0 7.5, -140.0 2.5))",4.979800,27.091000,45.839000,16.337000,0.272100,3.470500,380.3300,0.3652,0.0987
944,"POLYGON ((-135.0 2.5, -130.0 2.5, -130.0 7.5, -135.0 7.5, -135.0 2.5))",3.445200,25.710000,45.572000,17.793000,0.000000,4.254400,286.1800,0.4760,0.1289
945,"POLYGON ((-130.0 2.5, -125.0 2.5, -125.0 7.5, -130.0 7.5, -130.0 2.5))",2.678000,26.147000,47.130000,15.043000,0.683660,3.710200,274.0800,0.7229,0.1963
946,"POLYGON ((-125.0 2.5, -120.0 2.5, -120.0 7.5, -125.0 7.5, -125.0 2.5))",4.078000,27.792000,43.253000,16.972000,0.329590,3.454200,218.7200,0.5436,0.1474
947,"POLYGON ((-120.0 2.5, -115.0 2.5, -115.0 7.5, -120.0 7.5, -120.0 2.5))",2.635600,32.226000,43.058000,13.693000,0.048146,4.496000,222.8000,0.6692,0.1817
948,"POLYGON ((-115.0 2.5, -110.0 2.5, -110.0 7.5, -115.0 7.5, -115.0 2.5))",4.856000,27.421000,45.119000,15.463000,0.129600,3.608600,350.1700,0.4964,0.1345
949,"POLYGON ((-110.0 2.5, -105.0 2.5, -105.0 7.5, -110.0 7.5, -110.0 2.5))",3.470500,27.031000,44.687000,15.072000,0.360080,3.879200,364.1600,0.4881,0.1323
950,"POLYGON ((-105.0 2.5, -100.0 2.5, -100.0 7.5, -105.0 7.5, -105.0 2.5))",5.165200,29.127000,43.583000,15.139000,0.345620,3.692200,229.0100,0.7802,0.2120
951,"POLYGON ((-100.0 2.5, -95.0 2.5, -95.0 7.5, -100.0 7.5, -100.0 2.5))",6.501300,24.416000,44.169000,15.732000,0.116730,5.009800,354.0900,0.9157,0.2490
952,"POLYGON ((-95.0 2.5, -90.0 2.5, -90.0 7.5, -95.0 7.5, -95.0 2.5))",1.105200,27.890000,44.178000,17.051000,0.968770,4.892400,574.0600,0.6794,0.1845
953,"POLYGON ((-90.0 2.5, -85.0 2.5, -85.0 7.5, -90.0 7.5, -90.0 2.5))",6.318400,24.726000,43.513000,16.727000,0.325720,5.295700,522.3800,1.0241,0.2786
954,"POLYGON ((-85.0 2.5, -80.0 2.5, -80.0 7.5, -85.0 7.5, -85.0 2.5))",4.542000,25.345000,44.412000,16.843000,0.344760,5.870100,795.6800,1.3923,0.3791
955,"POLYGON ((-80.0 2.5, -75.0 2.5, -75.0 7.5, -80.0 7.5, -80.0 2.5))",7.631700,25.167000,46.368000,17.104000,0.655710,5.086100,897.8000,1.5975,0.4351
956,"POLYGON ((-75.0 2.5, -70.0 2.5, -70.0 7.5, -75.0 7.5, -75.0 2.5))",7.442100,20.575000,45.908000,18.891000,0.903720,7.024400,968.1900,2.3295,0.6350
957,"POLYGON ((-70.0 2.5, -65.0 2.5, -65.0 7.5, -70.0 7.5, -70.0 2.5))",6.494400,16.874000,43.046000,19.214000,1.712500,11.472000,1391.7000,3.0649,0.8357
958,"POLYGON ((-65.0 2.5, -60.0 2.5, -60.0 7.5, -65.0 7.5, -65.0 2.5))",9.172200,13.954000,38.450000,15.229000,2.814000,17.351000,1249.8000,3.0136,0.8217
959,"POLYGON ((-60.0 2.5, -55.0 2.5, -55.0 7.5, -60.0 7.5, -60.0 2.5))",9.734400,4.688600,37.318000,13.145000,4.981700,22.578000,1074.6000,3.1978,0.8720
960,"POLYGON ((-55.0 2.5, -50.0 2.5, -50.0 7.5, -55.0 7.5, -55.0 2.5))",9.538000,12.058000,35.159000,11.965000,4.815900,21.739000,1405.3000,3.7787,1.0306
961,"POLYGON ((-50.0 2.5, -45.0 2.5, -45.0 7.5, -50.0 7.5, -50.0 2.5))",5.514200,9.971300,37.162000,10.400000,5.814900,24.389000,1816.3000,4.7222,1.2881
962,"POLYGON ((-45.0 2.5, -40.0 2.5, -40.0 7.5, -45.0 7.5, -45.0 2.5))",7.867500,7.374300,37.817000,13.365000,4.756800,24.318000,2533.8000,6.7243,1.8347
963,"POLYGON ((-40.0 2.5, -35.0 2.5, -35.0 7.5, -40.0 7.5, -40.0 2.5))",9.375600,11.354000,38.408000,17.784000,3.905000,20.426000,3160.4000,8.6935,2.3723
964,"POLYGON ((-35.0 2.5, -30.0 2.5, -30.0 7.5, -35.0 7.5, -35.0 2.5))",9.079000,15.438000,34.691000,14.971000,4.179300,20.133000,3241.3000,9.0995,2.4832
965,"POLYGON ((-30.0 2.5, -25.0 2.5, -25.0 7.5, -30.0 7.5, -30.0 2.5))",10.064000,15.788000,34.167000,14.984000,4.420400,18.676000,3558.2000,9.7500,2.6607
966,"POLYGON ((-25.0 2.5, -20.0 2.5, -20.0 7.5, -25.0 7.5, -25.0 2.5))",11.458000,21.660000,35.342000,19.142000,1.709500,14.760000,3712.4000,10.5020,2.8659
967,"POLYGON ((-20.0 2.5, -15.0 2.5, -15.0 7.5, -20.0 7.5, -20.0 2.5))",11.507000,19.551000,36.685000,14.872000,3.566600,15.831000,3274.8000,9.6916,2.6448
968,"POLYGON ((-15.0 2.5, -10.0 2.5, -10.0 7.5, -15.0 7.5, -15.0 2.5))",8.906700,13.914000,37.249000,15.888000,4.638900,17.745000,2994.3000,7.9214,2.1616
969,"POLYGON ((-10.0 2.5, -5.0 2.5, -5.0 7.5, -10.0 7.5, -10.0 2.5))",6.232400,12.132000,40.117000,15.764000,5.027800,18.588000,2887.1000,7.6480,2.0869
970,"POLYGON ((-5.0 2.5, 0.0 2.5, 0.0 7.5, -5.0 7.5, -5.0 2.5))",9.098400,19.736000,43.879000,16.869000,2.085600,12.323000,2830.3000,7.0695,1.9290
971,"POLYGON ((0.0 2.5, 5.0 2.5, 5.0 7.5, 0.0 7.5, 0.0 2.5))",10.377000,15.526000,40.080000,19.768000,2.002500,13.197000,2351.9000,6.2270,1.6990
972,"POLYGON ((5.0 2.5, 10.0 2.5, 10.0 7.5, 5.0 7.5, 5.0 2.5))",9.387500,26.952000,36.938000,16.189000,1.950900,10.121000,1702.8000,4.6724,1.2746
