id,WKT,mgo,al2o3,sio2,cao,tio2,feo,potassium,thorium,uranium
1890,"POLYGON ((-107.5 -43.0, -105.0 -43.0, -105.0 -41.0, -107.5 -41.0, -107.5 -43.0))",3.630400,29.264000,43.385000,16.890000,0.164750,4.168200,254.2200,0.3846,0.1040
1891,"POLYGON ((-105.0 -43.0, -102.5 -43.0, -102.5 -41.0, -105.0 -41.0, -105.0 -43.0))",8.612000,19.907000,40.853000,20.999000,0.711440,4.891400,0.0000,0.1581,0.0422
1892,"POLYGON ((-102.5 -43.0, -100.0 -43.0, -100.0 -41.0, -102.5 -41.0, -102.5 -43.0))",0.423540,23.612000,50.344000,16.607000,0.976990,3.557700,420.3800,0.1990,0.0533
1893,"POLYGON ((-100.0 -43.0, -97.5 -43.0, -97.5 -41.0, -100.0 -41.0, -100.0 -43.0))",5.535700,10.297000,53.759000,20.507000,0.588080,5.713200,323.5100,0.2174,0.0584
1894,"POLYGON ((-97.5 -43.0, -95.0 -43.0, -95.0 -41.0, -97.5 -41.0, -97.5 -43.0))",4.470300,29.072000,40.015000,16.664000,0.798060,4.141700,0.0000,0.5497,0.1491
1895,"POLYGON ((-95.0 -43.0, -92.5 -43.0, -92.5 -41.0, -95.0 -41.0, -95.0 -43.0))",2.610800,30.763000,44.438000,14.179000,0.634200,4.429900,73.0180,0.3632,0.0982
1896,"POLYGON ((-92.5 -43.0, -90.0 -43.0, -90.0 -41.0, -92.5 -41.0, -92.5 -43.0))",0.760030,24.623000,52.961000,14.128000,0.338870,4.693500,421.9700,0.0037,0.0000
1897,"POLYGON ((-90.0 -43.0, -87.5 -43.0, -87.5 -41.0, -90.0 -41.0, -90.0 -43.0))",0.000000,26.706000,43.387000,18.063000,0.889740,5.289600,217.9500,0.3772,0.1020
1898,"POLYGON ((-87.5 -43.0, -85.0 -43.0, -85.0 -41.0, -87.5 -41.0, -87.5 -43.0))",1.165400,24.443000,45.939000,16.563000,0.467870,5.310400,323.1900,0.0322,0.0078
1899,"POLYGON ((-85.0 -43.0, -82.5 -43.0, -82.5 -41.0, -85.0 -41.0, -85.0 -43.0))",4.159000,30.410000,45.253000,14.015000,0.045861,2.989800,109.2500,0.0037,0.0000
1900,"POLYGON ((-82.5 -43.0, -80.0 -43.0, -80.0 -41.0, -82.5 -41.0, -82.5 -43.0))",3.979400,30.751000,44.852000,11.949000,0.391740,4.719600,39.3330,0.2944,0.0794
1901,"POLYGON ((-80.0 -43.0, -77.5 -43.0, -77.5 -41.0, -80.0 -41.0, -80.0 -43.0))",4.991100,26.193000,48.831000,12.331000,0.000000,4.251300,341.8400,0.3199,0.0863
1902,"POLYGON ((-77.5 -43.0, -75.0 -43.0, -75.0 -41.0, -77.5 -41.0, -77.5 -43.0))",7.651700,22.106000,40.713000,16.526000,0.849440,6.441300,0.0000,0.2800,0.0754
1903,"POLYGON ((-75.0 -43.0, -72.5 -43.0, -72.5 -41.0, -75.0 -41.0, -75.0 -43.0))",2.532700,26.881000,39.705000,16.591000,1.404100,5.423800,5.7083,0.5385,0.1460
1904,"POLYGON ((-72.5 -43.0, -70.0 -43.0, -70.0 -41.0, -72.5 -41.0, -72.5 -43.0))",0.000000,20.465000,53.296000,18.279000,1.036600,4.361100,0.0000,0.4188,0.1133
1905,"POLYGON ((-70.0 -43.0, -67.5 -43.0, -67.5 -41.0, -70.0 -41.0, -70.0 -43.0))",6.170200,23.692000,50.940000,12.534000,0.121550,4.973900,0.0000,0.0602,0.0154
1906,"POLYGON ((-67.5 -43.0, -65.0 -43.0, -65.0 -41.0, -67.5 -41.0, -67.5 -43.0))",5.693700,27.798000,41.739000,16.157000,0.985680,5.088300,128.4300,0.2129,0.0571
1907,"POLYGON ((-65.0 -43.0, -62.5 -43.0, -62.5 -41.0, -65.0 -41.0, -65.0 -43.0))",5.624200,26.131000,44.487000,14.497000,0.815070,5.531400,286.2600,0.5105,0.1384
1908,"POLYGON ((-62.5 -43.0, -60.0 -43.0, -60.0 -41.0, -62.5 -41.0, -62.5 -43.0))",8.405400,19.426000,43.120000,14.065000,0.848580,8.331500,0.0000,0.7448,0.2023
1909,"POLYGON ((-60.0 -43.0, -57.5 -43.0, -57.5 -41.0, -60.0 -41.0, -60.0 -43.0))",2.107500,20.258000,48.157000,16.861000,1.597500,6.297200,386.5800,0.7832,0.2128
1910,"POLYGON ((-57.5 -43.0, -55.0 -43.0, -55.0 -41.0, -57.5 -41.0, -57.5 -43.0))",7.151000,16.476000,45.172000,20.586000,0.000000,7.680700,215.3100,0.4501,0.1219
1911,"POLYGON ((-55.0 -43.0, -52.5 -43.0, -52.5 -41.0, -55.0 -41.0, -55.0 -43.0))",9.769100,24.338000,41.196000,12.160000,1.409600,6.552600,0.0000,1.2244,0.3333
1912,"POLYGON ((-52.5 -43.0, -50.0 -43.0, -50.0 -41.0, -52.5 -41.0, -52.5 -43.0))",10.594000,15.071000,44.852000,20.352000,0.139240,7.498000,415.8300,0.2609,0.0702
1913,"POLYGON ((-50.0 -43.0, -47.5 -43.0, -47.5 -41.0, -50.0 -41.0, -50.0 -43.0))",5.991100,33.235000,41.277000,13.327000,0.934590,4.804600,222.2400,0.8083,0.2197
1914,"POLYGON ((-47.5 -43.0, -45.0 -43.0, -45.0 -41.0, -47.5 -41.0, -47.5 -43.0))",0.588910,23.972000,48.097000,19.869000,0.581230,6.677900,679.4000,0.5276,0.1430
1915,"POLYGON ((-45.0 -43.0, -42.5 -43.0, -42.5 -41.0, -45.0 -41.0, -45.0 -43.0))",3.618300,23.141000,42.272000,19.071000,0.823170,7.723300,202.0000,1.4446,0.3934
1916,"POLYGON ((-42.5 -43.0, -40.0 -43.0, -40.0 -41.0, -42.5 -41.0, -42.5 -43.0))",5.674200,25.581000,37.376000,19.213000,1.403300,6.504200,383.2000,1.0834,0.2948
1917,"POLYGON ((-40.0 -43.0, -37.5 -43.0, -37.5 -41.0, -40.0 -41.0, -40.0 -43.0))",12.204000,26.051000,39.102000,16.586000,1.237500,5.332300,159.9000,1.4353,0.3908
1918,"POLYGON ((-37.5 -43.0, -35.0 -43.0, -35.0 -41.0, -37.5 -41.0, -37.5 -43.0))",7.676900,26.024000,47.694000,14.188000,0.267640,5.973500,547.3300,0.8785,0.2388
1919,"POLYGON ((-35.0 -43.0, -32.5 -43.0, -32.5 -41.0, -35.0 -41.0, -35.0 -43.0))",10.090000,15.926000,48.243000,20.907000,0.000000,5.616900,570.4300,1.1339,0.3086
1920,"POLYGON ((-32.5 -43.0, -30.0 -43.0, -30.0 -41.0, -32.5 -41.0, -32.5 -43.0))",7.844700,26.009000,46.545000,16.845000,0.000000,4.744800,485.0900,0.7203,0.1956
1921,"POLYGON ((-30.0 -43.0, -27.5 -43.0, -27.5 -41.0, -30.0 -41.0, -30.0 -43.0))",8.800700,31.120000,43.889000,10.740000,0.694820,3.422600,407.7000,1.0705,0.2913
1922,"POLYGON ((-27.5 -43.0, -25.0 -43.0, -25.0 -41.0, -27.5 -41.0, -27.5 -43.0))",9.615400,29.221000,37.859000,12.498000,1.126100,5.133700,365.0600,1.5369,0.4186
1923,"POLYGON ((-25.0 -43.0, -22.5 -43.0, -22.5 -41.0, -25.0 -41.0, -25.0 -43.0))",7.075400,34.945000,43.899000,11.749000,0.980310,2.090200,876.8700,0.8838,0.2403
1924,"POLYGON ((-22.5 -43.0, -20.0 -43.0, -20.0 -41.0, -22.5 -41.0, -22.5 -43.0))",9.413600,23.862000,46.780000,13.277000,0.270820,3.653400,426.8100,1.3146,0.3579
1925,"POLYGON ((-20.0 -43.0, -17.5 -43.0, -17.5 -41.0, -20.0 -41.0, -20.0 -43.0))",10.465000,25.052000,40.289000,17.053000,1.055200,4.009700,428.5100,0.7330,0.1991
1926,"POLYGON ((-17.5 -43.0, -15.0 -43.0, -15.0 -41.0, -17.5 -41.0, -17.5 -43.0))",6.130200,25.752000,41.688000,18.374000,0.209310,3.774400,716.8100,0.8352,0.2270
1927,"POLYGON ((-15.0 -43.0, -12.5 -43.0, -12.5 -41.0, -15.0 -41.0, -15.0 -43.0))",5.411700,12.282000,43.764000,26.324000,0.749500,5.473700,358.6200,0.8244,0.2241
1928,"POLYGON ((-12.5 -43.0, -10.0 -43.0, -10.0 -41.0, -12.5 -41.0, -12.5 -43.0))",9.547000,29.564000,39.688000,11.304000,0.784310,3.680700,0.0000,0.2387,0.0641
1929,"POLYGON ((-10.0 -43.0, -7.5 -43.0, -7.5 -41.0, -10.0 -41.0, -10.0 -43.0))",3.229300,30.125000,39.439000,15.730000,1.185400,3.235100,0.0000,0.7871,0.2139
1930,"POLYGON ((-7.5 -43.0, -5.0 -43.0, -5.0 -41.0, -7.5 -41.0, -7.5 -43.0))",1.653700,25.860000,45.585000,15.627000,1.043000,4.166400,616.4800,0.4799,0.1300
1931,"POLYGON ((-5.0 -43.0, -2.5 -43.0, -2.5 -41.0, -5.0 -41.0, -5.0 -43.0))",1.828400,18.035000,53.606000,13.102000,0.667400,7.306500,612.3900,0.6976,0.1895
1932,"POLYGON ((-2.5 -43.0, 0.0 -43.0, 0.0 -41.0, -2.5 -41.0, -2.5 -43.0))",11.230000,25.732000,45.985000,10.173000,0.063922,4.753000,99.8250,0.7606,0.2067
1933,"POLYGON ((0.0 -43.0, 2.5 -43.0, 2.5 -41.0, 0.0 -41.0, 0.0 -43.0))",3.729700,29.565000,39.212000,18.888000,0.423180,4.736100,596.9800,0.6898,0.1873
1934,"POLYGON ((2.5 -43.0, 5.0 -43.0, 5.0 -41.0, 2.5 -41.0, 2.5 -43.0))",10.212000,19.308000,46.352000,17.346000,0.039460,3.991000,200.6200,0.9175,0.2495
1935,"POLYGON ((5.0 -43.0, 7.5 -43.0, 7.5 -41.0, 5.0 -41.0, 5.0 -43.0))",6.273900,29.739000,45.158000,10.639000,0.500430,3.796700,395.7400,0.7465,0.2028
1936,"POLYGON ((7.5 -43.0, 10.0 -43.0, 10.0 -41.0, 7.5 -41.0, 7.5 -43.0))",10.721000,17.214000,41.378000,21.187000,0.000000,6.551400,465.2500,0.4514,0.1222
1937,"POLYGON ((10.0 -43.0, 12.5 -43.0, 12.5 -41.0, 10.0 -41.0, 10.0 -43.0))",9.381800,26.998000,46.843000,9.109300,0.387480,4.141700,418.1000,0.9164,0.2492
1938,"POLYGON ((12.5 -43.0, 15.0 -43.0, 15.0 -41.0, 12.5 -41.0, 12.5 -43.0))",11.778000,26.434000,41.233000,10.867000,0.259210,4.832400,593.3000,1.0806,0.2940
1939,"POLYGON ((15.0 -43.0, 17.5 -43.0, 17.5 -41.0, 15.0 -41.0, 15.0 -43.0))",4.312400,24.256000,49.552000,15.324000,0.000000,4.575900,743.2400,1.1478,0.3123
1940,"POLYGON ((17.5 -43.0, 20.0 -43.0, 20.0 -41.0, 17.5 -41.0, 17.5 -43.0))",8.833600,19.769000,46.238000,16.103000,0.902710,4.632000,445.9500,1.0992,0.2991
1941,"POLYGON ((20.0 -43.0, 22.5 -43.0, 22.5 -41.0, 20.0 -41.0, 20.0 -43.0))",6.920000,19.954000,46.213000,18.151000,1.047400,4.991200,482.9000,1.0406,0.2831
1942,"POLYGON ((22.5 -43.0, 25.0 -43.0, 25.0 -41.0, 22.5 -41.0, 22.5 -43.0))",10.236000,15.961000,51.063000,17.949000,0.000000,5.668300,222.6300,0.9203,0.2502
1943,"POLYGON ((25.0 -43.0, 27.5 -43.0, 27.5 -41.0, 25.0 -41.0, 25.0 -43.0))",4.402200,13.613000,50.507000,22.172000,0.840430,6.366100,552.5000,1.1107,0.3022
1944,"POLYGON ((27.5 -43.0, 30.0 -43.0, 30.0 -41.0, 27.5 -41.0, 27.5 -43.0))",8.555700,22.716000,39.501000,18.567000,1.075900,6.083400,364.9700,1.2383,0.3371
1945,"POLYGON ((30.0 -43.0, 32.5 -43.0, 32.5 -41.0, 30.0 -41.0, 30.0 -43.0))",7.532800,25.588000,43.189000,18.814000,0.000000,3.997800,353.3300,1.0156,0.2763
1946,"POLYGON ((32.5 -43.0, 35.0 -43.0, 35.0 -41.0, 32.5 -41.0, 32.5 -43.0))",8.882100,26.346000,41.941000,17.989000,0.000000,4.017200,351.5500,0.9110,0.2477
1947,"POLYGON ((35.0 -43.0, 37.5 -43.0, 37.5 -41.0, 35.0 -41.0, 35.0 -43.0))",6.152400,29.731000,42.025000,16.568000,0.920820,3.708300,370.6700,0.6673,0.1812
1948,"POLYGON ((37.5 -43.0, 40.0 -43.0, 40.0 -41.0, 37.5 -41.0, 37.5 -43.0))",2.102500,25.771000,48.638000,17.626000,0.591930,5.115600,411.5500,0.2761,0.0744
1949,"POLYGON ((40.0 -43.0, 42.5 -43.0, 42.5 -41.0, 40.0 -41.0, 40.0 -43.0))",3.511200,26.910000,51.543000,13.500000,0.024332,3.025800,23.9540,0.5321,0.1443
1950,"POLYGON ((42.5 -43.0, 45.0 -43.0, 45.0 -41.0, 42.5 -41.0, 42.5 -43.0))",4.814700,24.625000,49.347000,12.557000,0.229350,4.376400,547.8000,0.7505,0.2039
1951,"POLYGON ((45.0 -43.0, 47.5 -43.0, 47.5 -41.0, 45.0 -41.0, 45.0 -43.0))",8.596300,25.111000,45.889000,12.433000,0.000000,4.451700,244.2500,0.4893,0.1326
1952,"POLYGON ((47.5 -43.0, 50.0 -43.0, 50.0 -41.0, 47.5 -41.0, 47.5 -43.0))",13.048000,33.197000,37.098000,12.625000,0.053492,3.852700,292.7600,0.1624,0.0433
1953,"POLYGON ((50.0 -43.0, 52.5 -43.0, 52.5 -41.0, 50.0 -41.0, 50.0 -43.0))",6.356000,33.276000,45.216000,10.652000,0.688740,3.869800,5.6245,0.4060,0.1098
1954,"POLYGON ((52.5 -43.0, 55.0 -43.0, 55.0 -41.0, 52.5 -41.0, 52.5 -43.0))",5.792100,32.180000,44.576000,12.665000,0.000000,4.953500,276.6900,0.2150,0.0577
1955,"POLYGON ((55.0 -43.0, 57.5 -43.0, 57.5 -41.0, 55.0 -41.0, 55.0 -43.0))",5.108000,27.224000,45.045000,17.092000,0.734180,3.623500,207.8200,0.5575,0.1512
1956,"POLYGON ((57.5 -43.0, 60.0 -43.0, 60.0 -41.0, 57.5 -41.0, 57.5 -43.0))",5.499700,22.341000,43.646000,18.453000,0.373210,4.805600,346.2700,0.4934,0.1337
1957,"POLYGON ((60.0 -43.0, 62.5 -43.0, 62.5 -41.0, 60.0 -41.0, 60.0 -43.0))",3.766300,11.295000,51.885000,19.250000,1.047700,8.476600,363.3700,0.3646,0.0985
1958,"POLYGON ((62.5 -43.0, 65.0 -43.0, 65.0 -41.0, 62.5 -41.0, 62.5 -43.0))",6.576100,21.874000,45.490000,16.912000,0.789340,5.077500,336.6900,0.2257,0.0606
1959,"POLYGON ((65.0 -43.0, 67.5 -43.0, 67.5 -41.0, 65.0 -41.0, 65.0 -43.0))",8.492400,27.426000,46.365000,9.162200,0.880160,5.031900,179.3900,0.4834,0.1310
1960,"POLYGON ((67.5 -43.0, 70.0 -43.0, 70.0 -41.0, 67.5 -41.0, 67.5 -43.0))",7.791000,19.817000,47.414000,16.237000,0.788690,4.527800,67.5360,0.1510,0.0402
1961,"POLYGON ((70.0 -43.0, 72.5 -43.0, 72.5 -41.0, 70.0 -41.0, 70.0 -43.0))",3.152000,17.458000,53.605000,15.058000,1.185200,5.926200,459.4500,0.0990,0.0260
1962,"POLYGON ((72.5 -43.0, 75.0 -43.0, 75.0 -41.0, 72.5 -41.0, 72.5 -43.0))",13.350000,22.200000,40.121000,16.051000,0.461420,5.761900,0.0000,0.2379,0.0639
1963,"POLYGON ((75.0 -43.0, 77.5 -43.0, 77.5 -41.0, 75.0 -41.0, 75.0 -43.0))",1.886200,12.372000,52.138000,23.220000,0.353540,7.260800,462.1400,0.6758,0.1835
1964,"POLYGON ((77.5 -43.0, 80.0 -43.0, 80.0 -41.0, 77.5 -41.0, 77.5 -43.0))",8.072400,22.859000,44.003000,14.726000,1.350000,6.998300,324.1000,0.5583,0.1514
1965,"POLYGON ((80.0 -43.0, 82.5 -43.0, 82.5 -41.0, 80.0 -41.0, 80.0 -43.0))",2.202100,20.146000,46.529000,17.294000,1.009900,8.495000,416.5200,0.7258,0.1971
1966,"POLYGON ((82.5 -43.0, 85.0 -43.0, 85.0 -41.0, 82.5 -41.0, 82.5 -43.0))",12.921000,19.107000,38.239000,15.652000,0.991930,8.411800,179.6500,0.5851,0.1587
1967,"POLYGON ((85.0 -43.0, 87.5 -43.0, 87.5 -41.0, 85.0 -41.0, 85.0 -43.0))",6.158000,21.497000,42.252000,18.758000,1.568400,8.595800,59.0710,0.2072,0.0556
1968,"POLYGON ((87.5 -43.0, 90.0 -43.0, 90.0 -41.0, 87.5 -41.0, 87.5 -43.0))",7.685100,20.430000,48.156000,14.592000,0.000000,7.833500,399.1500,0.1777,0.0475
1969,"POLYGON ((90.0 -43.0, 92.5 -43.0, 92.5 -41.0, 90.0 -41.0, 90.0 -43.0))",3.884300,27.146000,44.906000,13.327000,0.346810,8.592800,471.6200,0.4222,0.1143
1970,"POLYGON ((92.5 -43.0, 95.0 -43.0, 95.0 -41.0, 92.5 -41.0, 92.5 -43.0))",4.234700,27.963000,43.205000,14.258000,0.936370,7.560500,310.4200,0.5760,0.1563
1971,"POLYGON ((95.0 -43.0, 97.5 -43.0, 97.5 -41.0, 95.0 -41.0, 95.0 -43.0))",5.047100,18.875000,42.209000,18.902000,1.426100,7.797900,494.3400,0.3033,0.0818
1972,"POLYGON ((97.5 -43.0, 100.0 -43.0, 100.0 -41.0, 97.5 -41.0, 97.5 -43.0))",3.899600,27.270000,41.909000,15.412000,0.702890,8.686500,0.0000,0.5600,0.1519
1973,"POLYGON ((100.0 -43.0, 102.5 -43.0, 102.5 -41.0, 100.0 -41.0, 100.0 -43.0))",6.586800,22.811000,43.747000,12.607000,1.100200,8.592400,185.3200,0.6500,0.1764
1974,"POLYGON ((102.5 -43.0, 105.0 -43.0, 105.0 -41.0, 102.5 -41.0, 102.5 -43.0))",1.203600,32.092000,39.544000,17.183000,0.832730,6.867900,306.1400,0.5922,0.1607
1975,"POLYGON ((105.0 -43.0, 107.5 -43.0, 107.5 -41.0, 105.0 -41.0, 105.0 -43.0))",4.812000,13.631000,48.598000,21.305000,0.000000,8.478400,400.7000,1.0685,0.2907
1976,"POLYGON ((107.5 -43.0, 110.0 -43.0, 110.0 -41.0, 107.5 -41.0, 107.5 -43.0))",8.062000,19.141000,45.017000,17.632000,0.885980,6.241700,181.9900,0.4434,0.1201
1977,"POLYGON ((110.0 -43.0, 112.5 -43.0, 112.5 -41.0, 110.0 -41.0, 110.0 -43.0))",6.007100,16.013000,47.181000,18.870000,0.810180,7.325300,333.5700,0.4170,0.1128
1978,"POLYGON ((112.5 -43.0, 115.0 -43.0, 115.0 -41.0, 112.5 -41.0, 112.5 -43.0))",3.391700,29.698000,41.092000,19.073000,0.602640,5.041300,410.5800,0.5292,0.1435
1979,"POLYGON ((115.0 -43.0, 117.5 -43.0, 117.5 -41.0, 115.0 -41.0, 115.0 -43.0))",9.126300,23.083000,44.308000,17.457000,0.000995,4.742000,0.0000,0.1615,0.0431
1980,"POLYGON ((117.5 -43.0, 120.0 -43.0, 120.0 -41.0, 117.5 -41.0, 117.5 -43.0))",10.189000,18.722000,49.999000,13.360000,0.000000,5.629200,291.0500,0.3785,0.1023
1981,"POLYGON ((120.0 -43.0, 122.5 -43.0, 122.5 -41.0, 120.0 -41.0, 120.0 -43.0))",4.535100,20.320000,48.968000,17.044000,0.377520,5.960600,0.0000,0.6628,0.1799
1982,"POLYGON ((122.5 -43.0, 125.0 -43.0, 125.0 -41.0, 122.5 -41.0, 122.5 -43.0))",6.656800,23.365000,46.735000,15.185000,0.328180,5.038600,344.1100,0.4309,0.1166
1983,"POLYGON ((125.0 -43.0, 127.5 -43.0, 127.5 -41.0, 125.0 -41.0, 125.0 -43.0))",4.080900,14.387000,50.564000,22.350000,0.471340,4.977000,343.4800,0.2159,0.0579
1984,"POLYGON ((127.5 -43.0, 130.0 -43.0, 130.0 -41.0, 127.5 -41.0, 127.5 -43.0))",8.968800,22.540000,41.661000,19.500000,0.180340,4.118500,303.0500,0.7452,0.2024
1985,"POLYGON ((130.0 -43.0, 132.5 -43.0, 132.5 -41.0, 130.0 -41.0, 130.0 -43.0))",10.706000,27.564000,43.827000,14.099000,0.000000,3.100600,251.0700,0.9264,0.2519
1986,"POLYGON ((132.5 -43.0, 135.0 -43.0, 135.0 -41.0, 132.5 -41.0, 132.5 -43.0))",10.482000,25.064000,41.443000,16.133000,0.242700,4.755200,256.6600,0.9847,0.2678
1987,"POLYGON ((135.0 -43.0, 137.5 -43.0, 137.5 -41.0, 135.0 -41.0, 135.0 -43.0))",3.703300,24.093000,46.978000,16.759000,0.000000,5.738200,643.8400,0.9125,0.2481
1988,"POLYGON ((137.5 -43.0, 140.0 -43.0, 140.0 -41.0, 137.5 -41.0, 137.5 -43.0))",2.153200,27.749000,40.429000,19.737000,0.906510,4.939300,385.8400,0.9583,0.2606
1989,"POLYGON ((140.0 -43.0, 142.5 -43.0, 142.5 -41.0, 140.0 -41.0, 140.0 -43.0))",5.218200,28.923000,40.217000,17.752000,0.000000,4.909500,345.8200,1.2277,0.3342
1990,"POLYGON ((142.5 -43.0, 145.0 -43.0, 145.0 -41.0, 142.5 -41.0, 142.5 -43.0))",8.111600,33.441000,41.751000,11.486000,0.000000,3.968900,583.9300,0.9741,0.2649
1991,"POLYGON ((145.0 -43.0, 147.5 -43.0, 147.5 -41.0, 145.0 -41.0, 145.0 -43.0))",12.101000,28.214000,40.046000,13.204000,0.711700,3.675400,421.2900,1.2438,0.3386
1992,"POLYGON ((147.5 -43.0, 150.0 -43.0, 150.0 -41.0, 147.5 -41.0, 147.5 -43.0))",3.594900,23.297000,46.488000,17.342000,0.399000,6.004100,564.1100,1.4453,0.3936
1993,"POLYGON ((150.0 -43.0, 152.5 -43.0, 152.5 -41.0, 150.0 -41.0, 150.0 -43.0))",8.158800,20.727000,41.795000,19.856000,0.313500,6.106500,513.5300,1.5453,0.4209
1994,"POLYGON ((152.5 -43.0, 155.0 -43.0, 155.0 -41.0, 152.5 -41.0, 152.5 -43.0))",10.943000,18.149000,42.476000,18.298000,0.446870,5.902500,499.9000,2.1686,0.5910
1995,"POLYGON ((155.0 -43.0, 157.5 -43.0, 157.5 -41.0, 155.0 -41.0, 155.0 -43.0))",11.419000,26.844000,37.684000,16.312000,0.451170,4.931500,801.5500,2.1259,0.5794
1996,"POLYGON ((157.5 -43.0, 160.0 -43.0, 160.0 -41.0, 157.5 -41.0, 157.5 -43.0))",16.049000,20.207000,39.132000,14.724000,0.453720,7.973500,885.6600,2.8435,0.7753
1997,"POLYGON ((160.0 -43.0, 162.5 -43.0, 162.5 -41.0, 160.0 -41.0, 160.0 -43.0))",8.370900,14.023000,48.114000,15.903000,0.000000,10.858000,1319.0000,3.1051,0.8467
1998,"POLYGON ((162.5 -43.0, 165.0 -43.0, 165.0 -41.0, 162.5 -41.0, 162.5 -43.0))",5.459800,17.154000,46.815000,17.962000,1.226600,10.533000,1800.6000,3.1215,0.8512
1999,"POLYGON ((165.0 -43.0, 167.5 -43.0, 167.5 -41.0, 165.0 -41.0, 165.0 -43.0))",8.971300,18.903000,39.858000,20.781000,0.563120,8.764400,1327.4000,3.2214,0.8784
2000,"POLYGON ((167.5 -43.0, 170.0 -43.0, 170.0 -41.0, 167.5 -41.0, 167.5 -43.0))",16.302000,20.664000,42.575000,10.764000,0.544690,8.772700,654.2900,3.2729,0.8925
2001,"POLYGON ((170.0 -43.0, 172.5 -43.0, 172.5 -41.0, 170.0 -41.0, 170.0 -43.0))",9.153300,24.118000,48.318000,7.967300,0.934250,6.154000,1326.9000,2.9820,0.8131
2002,"POLYGON ((172.5 -43.0, 175.0 -43.0, 175.0 -41.0, 172.5 -41.0, 172.5 -43.0))",7.655900,15.785000,44.882000,19.605000,0.850220,9.191200,1229.1000,2.5714,0.7010
2003,"POLYGON ((175.0 -43.0, 177.5 -43.0, 177.5 -41.0, 175.0 -41.0, 175.0 -43.0))",16.261000,16.995000,43.766000,13.595000,0.672150,8.210000,629.4700,2.3337,0.6361
2004,"POLYGON ((177.5 -43.0, 180.0 -43.0, 180.0 -41.0, 177.5 -41.0, 177.5 -43.0))",3.585500,16.614000,50.317000,16.911000,0.412250,10.243000,979.7500,2.7132,0.7397
2005,"POLYGON ((-180.0 -41.0, -177.5 -41.0, -177.5 -39.0, -180.0 -39.0, -180.0 -41.0))",10.856000,8.394100,52.938000,14.596000,0.644520,9.823200,866.2200,2.6227,0.7150
2006,"POLYGON ((-177.5 -41.0, -175.0 -41.0, -175.0 -39.0, -177.5 -39.0, -177.5 -41.0))",9.512300,14.475000,46.628000,21.698000,0.000000,8.985400,1085.8000,2.4459,0.6667
2007,"POLYGON ((-175.0 -41.0, -172.5 -41.0, -172.5 -39.0, -175.0 -39.0, -175.0 -41.0))",8.442500,20.268000,37.452000,19.127000,1.870500,8.673000,754.0000,2.2893,0.6240
2008,"POLYGON ((-172.5 -41.0, -170.0 -41.0, -170.0 -39.0, -172.5 -39.0, -172.5 -41.0))",8.483900,16.329000,48.246000,13.632000,0.513210,9.935200,985.9300,2.3774,0.6480
2009,"POLYGON ((-170.0 -41.0, -167.5 -41.0, -167.5 -39.0, -170.0 -39.0, -170.0 -41.0))",2.928800,25.991000,46.141000,9.696200,1.019300,9.601600,1401.2000,1.9511,0.5317
2010,"POLYGON ((-167.5 -41.0, -165.0 -41.0, -165.0 -39.0, -167.5 -39.0, -167.5 -41.0))",15.384000,18.591000,43.892000,15.100000,0.000000,9.123100,552.3100,1.5044,0.4097
2011,"POLYGON ((-165.0 -41.0, -162.5 -41.0, -162.5 -39.0, -165.0 -39.0, -165.0 -41.0))",11.841000,10.461000,49.948000,16.328000,0.658140,10.492000,610.7600,1.3908,0.3787
2012,"POLYGON ((-162.5 -41.0, -160.0 -41.0, -160.0 -39.0, -162.5 -39.0, -162.5 -41.0))",10.777000,16.164000,45.416000,15.158000,0.461280,11.381000,581.0600,1.0270,0.2794
2013,"POLYGON ((-160.0 -41.0, -157.5 -41.0, -157.5 -39.0, -160.0 -39.0, -160.0 -41.0))",10.232000,28.271000,44.945000,10.039000,0.686080,6.589800,481.1300,0.8428,0.2291
2014,"POLYGON ((-157.5 -41.0, -155.0 -41.0, -155.0 -39.0, -157.5 -39.0, -157.5 -41.0))",5.830800,23.903000,51.266000,10.299000,0.000000,8.525200,613.8600,0.8434,0.2293
2015,"POLYGON ((-155.0 -41.0, -152.5 -41.0, -152.5 -39.0, -155.0 -39.0, -155.0 -41.0))",7.956700,17.680000,54.088000,15.065000,0.000000,6.643700,385.9000,0.9098,0.2474
2016,"POLYGON ((-152.5 -41.0, -150.0 -41.0, -150.0 -39.0, -152.5 -39.0, -152.5 -41.0))",9.775200,26.199000,45.656000,10.177000,0.000000,7.390100,573.5200,0.6955,0.1889
2017,"POLYGON ((-150.0 -41.0, -147.5 -41.0, -147.5 -39.0, -150.0 -39.0, -150.0 -41.0))",4.020200,13.510000,51.000000,15.346000,0.677950,8.637900,781.8100,0.7530,0.2046
2018,"POLYGON ((-147.5 -41.0, -145.0 -41.0, -145.0 -39.0, -147.5 -39.0, -147.5 -41.0))",9.478000,9.979000,52.654000,15.016000,0.598350,7.481500,468.3400,1.0672,0.2903
2019,"POLYGON ((-145.0 -41.0, -142.5 -41.0, -142.5 -39.0, -145.0 -39.0, -145.0 -41.0))",5.914000,22.925000,44.460000,16.120000,0.240670,6.047700,980.9900,0.8427,0.2291
2020,"POLYGON ((-142.5 -41.0, -140.0 -41.0, -140.0 -39.0, -142.5 -39.0, -142.5 -41.0))",8.060100,19.249000,45.855000,11.905000,0.380980,8.861200,474.9700,1.6832,0.4585
